ts,icao,lat,lon,alt,gs,trk,roc,callsign
1742314195.742134,A732D9,42.45145118842691,-71.40468153842659,28200,,,,
1742314195.742134,A732D9,42.45145118842691,-71.40468153842659,28200,,,,
1742314195.742134,A732D9,42.45145118842691,-71.40468153842659,28200,,,,
1742314195.742134,A732D9,42.45145118842691,-71.40468153842659,28200,,,,
1742314195.742134,A732D9,42.45145118842691,-71.40468153842659,28200,,,,
1742314195.742134,A732D9,42.45145118842691,-71.40468153842659,28200,,,,
1742314195.742134,A732D9,42.45145118842691,-71.40468153842659,28200,,,,
1742314195.742134,A732D9,42.45145118842691,-71.40468153842659,28200,,,,
1742314195.742134,A732D9,42.45145118842691,-71.40468153842659,28200,,,,
1742314195.742134,A732D9,42.45145118842691,-71.40468153842659,28200,,,,
1742314195.742134,A732D9,42.45145118842691,-71.40468153842659,28200,,,,
1742314195.742134,A732D9,42.45145118842691,-71.40468153842659,28200,,,,
1742314195.742134,A732D9,42.45145118842691,-71.40468153842659,28200,,,,
1742314195.742134,A732D9,42.45145118842691,-71.40468153842659,28200,,,,
1742314195.742134,A732D9,42.45145118842691,-71.40468153842659,28200,,,,
1742314198.4744415,A1242D,42.57879638671875,-71.44153248180044,10850,,,,
1742314195.742134,A732D9,42.45145118842691,-71.40468153842659,28200,,,,
1742314198.4744415,A1242D,42.57879638671875,-71.44153248180044,10850,,,,
1742314195.742134,A732D9,42.45145118842691,-71.40468153842659,28200,,,,
1742314195.742134,A732D9,42.45145118842691,-71.40468153842659,28200,,,,
1742314198.4744415,A1242D,42.57879638671875,-71.44153248180044,10850,,,,
1742314198.474516,A2F434,42.53738661943856,-71.35006926780522,9900,236,179.51445416999186,64,
1742314198.4744415,A1242D,42.57879638671875,-71.44153248180044,10850,,,,
1742314198.4744415,A1242D,42.57879638671875,-71.44153248180044,10850,,,,
1742314195.742134,A732D9,42.45145118842691,-71.40468153842659,28200,,,,
1742314198.4744415,A1242D,42.57879638671875,-71.44153248180044,10850,,,,
1742314198.4744415,A1242D,42.57879638671875,-71.44153248180044,10850,,,,
1742314198.4744415,A1242D,42.57879638671875,-71.44153248180044,10850,,,,
1742314195.742134,A732D9,42.45145118842691,-71.40468153842659,28200,,,,
1742314198.474516,A2F434,42.53738661943856,-71.35006926780522,9900,236,179.51445416999186,64,
1742314198.474516,A2F434,42.53738661943856,-71.35006926780522,9900,236,179.51445416999186,64,
1742314198.474516,A2F434,42.53738661943856,-71.35006926780522,9900,236,179.51445416999186,64,
1742314198.4744415,A1242D,42.57879638671875,-71.44153248180044,10850,,,,
1742314195.742134,A732D9,42.45145118842691,-71.40468153842659,28200,,,,
1742314199.017159,A732D9,42.44773864746094,-71.41194430264562,28275,,,,
1742314199.017159,A732D9,42.44773864746094,-71.41194430264562,28275,,,,
1742314199.017159,A732D9,42.44773864746094,-71.41194430264562,28275,,,,
1742314199.017159,A732D9,42.44773864746094,-71.41194430264562,28275,,,,
1742314199.017159,A732D9,42.44773864746094,-71.41194430264562,28275,,,,
1742314199.017159,A732D9,42.44773864746094,-71.41194430264562,28275,,,,
1742314199.017159,A732D9,42.44773864746094,-71.41194430264562,28275,,,,
1742314198.474516,A2F434,42.53738661943856,-71.35006926780522,9900,236,179.51445416999186,64,
1742314199.017159,A732D9,42.44773864746094,-71.41194430264562,28275,,,,
1742314198.4744415,A1242D,42.57879638671875,-71.44153248180044,10850,,,,
1742314199.017159,A732D9,42.44773864746094,-71.41194430264562,28275,,,,
1742314198.4744415,A1242D,42.57879638671875,-71.44153248180044,10850,,,,
1742314199.017159,A732D9,42.44773864746094,-71.41194430264562,28275,,,,
1742314199.017159,A732D9,42.44773864746094,-71.41194430264562,28275,,,,
1742314200.1118684,A2290F,42.13475631455243,-71.08230945675871,2600,,,,N2383X__
1742314198.474516,A2F434,42.53738661943856,-71.35006926780522,9900,236,179.51445416999186,64,
1742314198.4744415,A1242D,42.57879638671875,-71.44153248180044,10850,,,,
1742314198.4744415,A1242D,42.57879638671875,-71.44153248180044,10850,,,,
1742314200.1118684,A2290F,42.13475631455243,-71.08230945675871,2600,,,,N2383X__
1742314198.4744415,A1242D,42.57879638671875,-71.44153248180044,10850,,,,
1742314200.1118684,A2290F,42.13475631455243,-71.08230945675871,2600,,,,N2383X__
1742314200.1118684,A2290F,42.13475631455243,-71.08230945675871,2600,,,,N2383X__
1742314200.1118684,A2290F,42.13475631455243,-71.08230945675871,2600,,,,N2383X__
1742314200.6579442,A2290F,42.13494873046875,-71.08260414817119,2600,,,,N2383X__
1742314200.6579442,A2290F,42.13494873046875,-71.08260414817119,2600,,,,N2383X__
1742314200.6579442,A2290F,42.13494873046875,-71.08260414817119,2600,,,,N2383X__
1742314199.017159,A732D9,42.44773864746094,-71.41194430264562,28275,,,,
1742314198.4744415,A1242D,42.57879638671875,-71.44153248180044,10850,,,,
1742314201.7508516,A732D9,42.44512008408368,-71.41694534656614,28325,,,,
1742314201.7508516,A732D9,42.44512008408368,-71.41694534656614,28325,,,,
1742314201.7508516,A732D9,42.44512008408368,-71.41694534656614,28325,,,,
1742314201.7508516,A732D9,42.44512008408368,-71.41694534656614,28325,,,,
1742314201.7508516,A732D9,42.44512008408368,-71.41694534656614,28325,,,,
1742314201.7508516,A732D9,42.44512008408368,-71.41694534656614,28325,,,,
1742314202.8426037,ABAD94,42.06980895996094,-71.360258622603,31000,523,49.885862209369336,0,
1742314202.8426037,ABAD94,42.06980895996094,-71.360258622603,31000,523,49.885862209369336,0,
1742314202.8426037,ABAD94,42.06980895996094,-71.360258622603,31000,523,49.885862209369336,0,
1742314202.8426037,ABAD94,42.06980895996094,-71.360258622603,31000,523,49.885862209369336,0,
1742314202.8426037,ABAD94,42.06980895996094,-71.360258622603,31000,523,49.885862209369336,0,
1742314202.8426037,ABAD94,42.06980895996094,-71.360258622603,31000,523,49.885862209369336,0,
1742314202.8426037,ABAD94,42.06980895996094,-71.360258622603,31000,523,49.885862209369336,0,
1742314202.8426037,ABAD94,42.06980895996094,-71.360258622603,31000,523,49.885862209369336,0,
1742314201.7508516,A732D9,42.44512008408368,-71.41694534656614,28325,,,,
1742314198.474516,A2F434,42.53738661943856,-71.35006926780522,9900,236,179.51445416999186,64,
1742314201.7508516,A732D9,42.44512008408368,-71.41694534656614,28325,,,,
1742314202.8426037,ABAD94,42.06980895996094,-71.360258622603,31000,523,49.885862209369336,0,
1742314198.474516,A2F434,42.53738661943856,-71.35006926780522,9900,236,179.51445416999186,64,
1742314201.7508516,A732D9,42.44512008408368,-71.41694534656614,28325,,,,
1742314201.7508516,A732D9,42.44512008408368,-71.41694534656614,28325,,,,
1742314201.7508516,A732D9,42.44512008408368,-71.41694534656614,28325,,,,
1742314201.7508516,A732D9,42.44512008408368,-71.41694534656614,28325,,,,
1742314201.7508516,A732D9,42.44512008408368,-71.41694534656614,28325,,,,
1742314205.027193,A732D9,42.441907979674255,-71.42307725063586,28400,,,,
1742314205.027193,A732D9,42.441907979674255,-71.42307725063586,28400,,,,
1742314202.8426037,ABAD94,42.06980895996094,-71.360258622603,31000,523,49.885862209369336,0,
1742314205.5739963,ADE66F,42.15943908691406,-71.10432711514562,4200,143,19.949022183557123,-576,
1742314205.5740395,A732D9,42.441535561771715,-71.42390761264534,28400,,,,
1742314198.4744415,A1242D,42.57879638671875,-71.44153248180044,10850,,,,
1742314205.5739963,ADE66F,42.15943908691406,-71.10432711514562,4200,143,19.949022183557123,-576,
1742314205.5741262,AA4B32,42.265521550582626,-71.35569017986916,32975,498,54.46232220802562,-512,
1742314202.8426037,ABAD94,42.06980895996094,-71.360258622603,31000,523,49.885862209369336,0,
1742314205.5739963,ADE66F,42.15943908691406,-71.10432711514562,4200,143,19.949022183557123,-576,
1742314205.5739963,ADE66F,42.15943908691406,-71.10432711514562,4200,143,19.949022183557123,-576,
1742314205.5740395,A732D9,42.441535561771715,-71.42390761264534,28400,,,,
1742314205.5741262,AA4B32,42.265521550582626,-71.35569017986916,32975,498,54.46232220802562,-512,
1742314198.474516,A2F434,42.53738661943856,-71.35006926780522,9900,236,179.51445416999186,64,
1742314205.5739963,ADE66F,42.15943908691406,-71.10432711514562,4200,143,19.949022183557123,-576,
1742314205.5740395,A732D9,42.441535561771715,-71.42390761264534,28400,,,,
1742314205.5740395,A732D9,42.441535561771715,-71.42390761264534,28400,,,,
1742314202.8426037,ABAD94,42.06980895996094,-71.360258622603,31000,523,49.885862209369336,0,
1742314205.5741262,AA4B32,42.265521550582626,-71.35569017986916,32975,498,54.46232220802562,-512,
1742314202.8426037,ABAD94,42.06980895996094,-71.360258622603,31000,523,49.885862209369336,0,
1742314206.1194918,ABAD94,42.07489013671875,-71.35208129882812,31000,523,49.885862209369336,0,
1742314206.1194918,ABAD94,42.07489013671875,-71.35208129882812,31000,523,49.885862209369336,0,
1742314206.1194918,ABAD94,42.07489013671875,-71.35208129882812,31000,523,49.885862209369336,0,
1742314205.5741262,AA4B32,42.265521550582626,-71.35569017986916,32975,498,54.46232220802562,-512,
1742314205.5741262,AA4B32,42.265521550582626,-71.35569017986916,32975,498,54.46232220802562,-512,
1742314205.5741262,AA4B32,42.265521550582626,-71.35569017986916,32975,498,54.46232220802562,-512,
1742314206.6664455,A732D9,42.44041830806409,-71.42607932867003,28425,,,,
1742314206.6664455,A732D9,42.44041830806409,-71.42607932867003,28425,,,,
1742314206.6664455,A732D9,42.44041830806409,-71.42607932867003,28425,,,,
1742314206.1194918,ABAD94,42.07489013671875,-71.35208129882812,31000,523,49.885862209369336,0,
1742314206.1194918,ABAD94,42.07489013671875,-71.35208129882812,31000,523,49.885862209369336,0,
1742314206.1194918,ABAD94,42.07489013671875,-71.35208129882812,31000,523,49.885862209369336,0,
1742314206.6664455,A732D9,42.44041830806409,-71.42607932867003,28425,,,,
1742314205.5741262,AA4B32,42.265521550582626,-71.35569017986916,32975,498,54.46232220802562,-512,
1742314206.6664455,A732D9,42.44041830806409,-71.42607932867003,28425,,,,
1742314206.6664455,A732D9,42.44041830806409,-71.42607932867003,28425,,,,
1742314206.6664455,A732D9,42.44041830806409,-71.42607932867003,28425,,,,
1742314205.5741262,AA4B32,42.265521550582626,-71.35569017986916,32975,498,54.46232220802562,-512,
1742314205.5741262,AA4B32,42.265521550582626,-71.35569017986916,32975,498,54.46232220802562,-512,
1742314206.6664455,A732D9,42.44041830806409,-71.42607932867003,28425,,,,
1742314206.6664455,A732D9,42.44041830806409,-71.42607932867003,28425,,,,
1742314206.6664455,A732D9,42.44041830806409,-71.42607932867003,28425,,,,
1742314206.1194918,ABAD94,42.07489013671875,-71.35208129882812,31000,523,49.885862209369336,0,
1742314206.6664455,A732D9,42.44041830806409,-71.42607932867003,28425,,,,
1742314206.6664455,A732D9,42.44041830806409,-71.42607932867003,28425,,,,
1742314206.6664455,A732D9,42.44041830806409,-71.42607932867003,28425,,,,
1742314206.6664455,A732D9,42.44041830806409,-71.42607932867003,28425,,,,
1742314206.1194918,ABAD94,42.07489013671875,-71.35208129882812,31000,523,49.885862209369336,0,
1742314205.5741262,AA4B32,42.265521550582626,-71.35569017986916,32975,498,54.46232220802562,-512,
1742314205.5741262,AA4B32,42.265521550582626,-71.35569017986916,32975,498,54.46232220802562,-512,
1742314206.6664455,A732D9,42.44041830806409,-71.42607932867003,28425,,,,
1742314206.6664455,A732D9,42.44041830806409,-71.42607932867003,28425,,,,
1742314207.7569606,A732D9,42.439254502118644,-71.42825104469472,28450,,,,
1742314207.7569606,A732D9,42.439254502118644,-71.42825104469472,28450,,,,
1742314207.7569606,A732D9,42.439254502118644,-71.42825104469472,28450,,,,
1742314207.7569606,A732D9,42.439254502118644,-71.42825104469472,28450,,,,
1742314207.7569606,A732D9,42.439254502118644,-71.42825104469472,28450,,,,
1742314207.7569606,A732D9,42.439254502118644,-71.42825104469472,28450,,,,
1742314207.7569606,A732D9,42.439254502118644,-71.42825104469472,28450,,,,
1742314206.1194918,ABAD94,42.07489013671875,-71.35208129882812,31000,523,49.885862209369336,0,
1742314207.7569606,A732D9,42.439254502118644,-71.42825104469472,28450,,,,
1742314207.7569606,A732D9,42.439254502118644,-71.42825104469472,28450,,,,
1742314205.5741262,AA4B32,42.265521550582626,-71.35569017986916,32975,498,54.46232220802562,-512,
1742314206.1194918,ABAD94,42.07489013671875,-71.35208129882812,31000,523,49.885862209369336,0,
1742314206.1194918,ABAD94,42.07489013671875,-71.35208129882812,31000,523,49.885862209369336,0,
1742314205.5741262,AA4B32,42.265521550582626,-71.35569017986916,32975,498,54.46232220802562,-512,
1742314206.1194918,ABAD94,42.07489013671875,-71.35208129882812,31000,523,49.885862209369336,0,
1742314205.5741262,AA4B32,42.265521550582626,-71.35569017986916,32975,498,54.46232220802562,-512,
1742314205.5741262,AA4B32,42.265521550582626,-71.35569017986916,32975,498,54.46232220802562,-512,
1742314207.7569606,A732D9,42.439254502118644,-71.42825104469472,28450,,,,
1742314207.7569606,A732D9,42.439254502118644,-71.42825104469472,28450,,,,
1742314207.7569606,A732D9,42.439254502118644,-71.42825104469472,28450,,,,
1742314207.7569606,A732D9,42.439254502118644,-71.42825104469472,28450,,,,
1742314207.757046,A2290F,42.13746643066406,-71.08666159889913,2600,,,,N2383X__
1742314207.757046,A2290F,42.13746643066406,-71.08666159889913,2600,,,,N2383X__
1742314207.7569606,A732D9,42.439254502118644,-71.42825104469472,28450,,,,
1742314207.7570648,A732D9,42.438742427502646,-71.42920915470563,28475,,,,
1742314205.5741262,AA4B32,42.265521550582626,-71.35569017986916,32975,498,54.46232220802562,-512,
1742314207.7570648,A732D9,42.438742427502646,-71.42920915470563,28475,,,,
1742314206.1194918,ABAD94,42.07489013671875,-71.35208129882812,31000,523,49.885862209369336,0,
1742314205.5741262,AA4B32,42.265521550582626,-71.35569017986916,32975,498,54.46232220802562,-512,
1742314205.5739963,ADE66F,42.15943908691406,-71.10432711514562,4200,143,19.949022183557123,-576,
1742314205.5739963,ADE66F,42.15943908691406,-71.10432711514562,4200,143,19.949022183557123,-576,
1742314208.850118,ADE66F,42.16168212890625,-71.10320351340556,4175,143,19.949022183557123,-576,
1742314206.1194918,ABAD94,42.07489013671875,-71.35208129882812,31000,523,49.885862209369336,0,
1742314207.7570648,A732D9,42.438742427502646,-71.42920915470563,28475,,,,
1742314207.757046,A2290F,42.13746643066406,-71.08666159889913,2600,,,,N2383X__
1742314206.1194918,ABAD94,42.07489013671875,-71.35208129882812,31000,523,49.885862209369336,0,
1742314207.7570648,A732D9,42.438742427502646,-71.42920915470563,28475,,,,
1742314207.7570648,A732D9,42.438742427502646,-71.42920915470563,28475,,,,
1742314207.7570648,A732D9,42.438742427502646,-71.42920915470563,28475,,,,
1742314209.3957767,A732D9,42.43743896484375,-71.43176411473473,28500,,,,
1742314209.3957767,A732D9,42.43743896484375,-71.43176411473473,28500,,,,
1742314208.850118,ADE66F,42.16168212890625,-71.10320351340556,4175,143,19.949022183557123,-576,
1742314207.757046,A2290F,42.13746643066406,-71.08666159889913,2600,,,,N2383X__
1742314209.3957767,A732D9,42.43743896484375,-71.43176411473473,28500,,,,
1742314207.757046,A2290F,42.13746643066406,-71.08666159889913,2600,,,,N2383X__
1742314205.5741262,AA4B32,42.265521550582626,-71.35569017986916,32975,498,54.46232220802562,-512,
1742314206.1194918,ABAD94,42.07489013671875,-71.35208129882812,31000,523,49.885862209369336,0,
1742314206.1194918,ABAD94,42.07489013671875,-71.35208129882812,31000,523,49.885862209369336,0,
1742314205.5741262,AA4B32,42.265521550582626,-71.35569017986916,32975,498,54.46232220802562,-512,
1742314208.850118,ADE66F,42.16168212890625,-71.10320351340556,4175,143,19.949022183557123,-576,
1742314207.757046,A2290F,42.13746643066406,-71.08666159889913,2600,,,,N2383X__
1742314206.1194918,ABAD94,42.07489013671875,-71.35208129882812,31000,523,49.885862209369336,0,
1742314205.5741262,AA4B32,42.265521550582626,-71.35569017986916,32975,498,54.46232220802562,-512,
1742314208.850118,ADE66F,42.16168212890625,-71.10320351340556,4175,143,19.949022183557123,-576,
1742314206.1194918,ABAD94,42.07489013671875,-71.35208129882812,31000,523,49.885862209369336,0,
1742314205.5741262,AA4B32,42.265521550582626,-71.35569017986916,32975,498,54.46232220802562,-512,
1742314206.1194918,ABAD94,42.07489013671875,-71.35208129882812,31000,523,49.885862209369336,0,
1742314206.1194918,ABAD94,42.07489013671875,-71.35208129882812,31000,523,49.885862209369336,0,
1742314206.1194918,ABAD94,42.07489013671875,-71.35208129882812,31000,523,49.885862209369336,0,
1742314211.032711,ADE66F,42.162872314453125,-71.1026417125355,4150,143,19.949022183557123,-576,
1742314207.757046,A2290F,42.13746643066406,-71.08666159889913,2600,,,,N2383X__
1742314206.1194918,ABAD94,42.07489013671875,-71.35208129882812,31000,523,49.885862209369336,0,
1742314198.474516,A2F434,42.53738661943856,-71.35006926780522,9900,236,179.51445416999186,64,
1742314205.5741262,AA4B32,42.265521550582626,-71.35569017986916,32975,498,54.46232220802562,-512,
1742314211.032711,ADE66F,42.162872314453125,-71.1026417125355,4150,143,19.949022183557123,-576,
1742314206.1194918,ABAD94,42.07489013671875,-71.35208129882812,31000,523,49.885862209369336,0,
1742314198.474516,A2F434,42.53738661943856,-71.35006926780522,9900,236,179.51445416999186,64,
1742314211.032711,ADE66F,42.162872314453125,-71.1026417125355,4150,143,19.949022183557123,-576,
1742314205.5741262,AA4B32,42.265521550582626,-71.35569017986916,32975,498,54.46232220802562,-512,
1742314206.1194918,ABAD94,42.07489013671875,-71.35208129882812,31000,523,49.885862209369336,0,
1742314207.757046,A2290F,42.13746643066406,-71.08666159889913,2600,,,,N2383X__
1742314211.032711,ADE66F,42.162872314453125,-71.1026417125355,4150,143,19.949022183557123,-576,
1742314211.032711,ADE66F,42.162872314453125,-71.1026417125355,4150,143,19.949022183557123,-576,
1742314206.1194918,ABAD94,42.07489013671875,-71.35208129882812,31000,523,49.885862209369336,0,
1742314206.1194918,ABAD94,42.07489013671875,-71.35208129882812,31000,523,49.885862209369336,0,
1742314205.5741262,AA4B32,42.265521550582626,-71.35569017986916,32975,498,54.46232220802562,-512,
1742314205.5741262,AA4B32,42.265521550582626,-71.35569017986916,32975,498,54.46232220802562,-512,
1742314207.757046,A2290F,42.13746643066406,-71.08666159889913,2600,,,,N2383X__
1742314209.3957767,A732D9,42.43743896484375,-71.43176411473473,28500,,,,
1742314207.757046,A2290F,42.13746643066406,-71.08666159889913,2600,,,,N2383X__
1742314205.5741262,AA4B32,42.265521550582626,-71.35569017986916,32975,498,54.46232220802562,-512,
1742314206.1194918,ABAD94,42.07489013671875,-71.35208129882812,31000,523,49.885862209369336,0,
1742314206.1194918,ABAD94,42.07489013671875,-71.35208129882812,31000,523,49.885862209369336,0,
1742314211.032711,ADE66F,42.162872314453125,-71.1026417125355,4150,143,19.949022183557123,-576,
1742314207.757046,A2290F,42.13746643066406,-71.08666159889913,2600,,,,N2383X__
1742314212.1278849,A380CB,42.471794516353285,-71.1606828556504,4875,138,148.2572388465811,-128,
1742314206.1194918,ABAD94,42.07489013671875,-71.35208129882812,31000,523,49.885862209369336,0,
1742314205.5741262,AA4B32,42.265521550582626,-71.35569017986916,32975,498,54.46232220802562,-512,
1742314205.5741262,AA4B32,42.265521550582626,-71.35569017986916,32975,498,54.46232220802562,-512,
1742314206.1194918,ABAD94,42.07489013671875,-71.35208129882812,31000,523,49.885862209369336,0,
1742314205.5741262,AA4B32,42.265521550582626,-71.35569017986916,32975,498,54.46232220802562,-512,
1742314209.3957767,A732D9,42.43743896484375,-71.43176411473473,28500,,,,
1742314205.5741262,AA4B32,42.265521550582626,-71.35569017986916,32975,498,54.46232220802562,-512,
1742314209.3957767,A732D9,42.43743896484375,-71.43176411473473,28500,,,,
1742314207.757046,A2290F,42.13746643066406,-71.08666159889913,2600,,,,N2383X__
1742314207.757046,A2290F,42.13746643066406,-71.08666159889913,2600,,,,N2383X__
1742314209.3957767,A732D9,42.43743896484375,-71.43176411473473,28500,,,,
1742314212.1278849,A380CB,42.471794516353285,-71.1606828556504,4875,138,148.2572388465811,-128,
1742314209.3957767,A732D9,42.43743896484375,-71.43176411473473,28500,,,,
1742314207.757046,A2290F,42.13746643066406,-71.08666159889913,2600,,,,N2383X__
1742314206.1194918,ABAD94,42.07489013671875,-71.35208129882812,31000,523,49.885862209369336,0,
1742314207.757046,A2290F,42.13746643066406,-71.08666159889913,2600,,,,N2383X__
1742314209.3957767,A732D9,42.43743896484375,-71.43176411473473,28500,,,,
1742314212.1278849,A380CB,42.471794516353285,-71.1606828556504,4875,138,148.2572388465811,-128,
1742314213.2197926,A380CB,42.47117614746094,-71.16050720214844,4875,138,148.2572388465811,-128,
1742314213.2197926,A380CB,42.47117614746094,-71.16050720214844,4875,138,148.2572388465811,-128,
1742314213.2197926,A380CB,42.47117614746094,-71.16050720214844,4875,138,148.2572388465811,-128,
1742314213.2197926,A380CB,42.47117614746094,-71.16050720214844,4875,138,148.2572388465811,-128,
1742314206.1194918,ABAD94,42.07489013671875,-71.35208129882812,31000,523,49.885862209369336,0,
1742314207.757046,A2290F,42.13746643066406,-71.08666159889913,2600,,,,N2383X__
1742314213.7658179,A380CB,42.47086347159693,-71.16042735964749,4875,138,148.2572388465811,-128,
1742314213.7658348,A2290F,42.13948059082031,-71.09003240411931,2600,,,,N2383X__
1742314206.1194918,ABAD94,42.07489013671875,-71.35208129882812,31000,523,49.885862209369336,0,
1742314213.7658179,A380CB,42.47086347159693,-71.16042735964749,4875,138,148.2572388465811,-128,
1742314209.3957767,A732D9,42.43743896484375,-71.43176411473473,28500,,,,
1742314205.5741262,AA4B32,42.265521550582626,-71.35569017986916,32975,498,54.46232220802562,-512,
1742314209.3957767,A732D9,42.43743896484375,-71.43176411473473,28500,,,,
1742314213.765912,ABAD94,42.087249755859375,-71.33241826837713,31000,523,49.885862209369336,0,
1742314213.7658179,A380CB,42.47086347159693,-71.16042735964749,4875,138,148.2572388465811,-128,
1742314213.7658179,A380CB,42.47086347159693,-71.16042735964749,4875,138,148.2572388465811,-128,
1742314213.7658348,A2290F,42.13948059082031,-71.09003240411931,2600,,,,N2383X__
1742314209.3957767,A732D9,42.43743896484375,-71.43176411473473,28500,,,,
1742314213.7658348,A2290F,42.13948059082031,-71.09003240411931,2600,,,,N2383X__
1742314209.3957767,A732D9,42.43743896484375,-71.43176411473473,28500,,,,
1742314214.312227,A2290F,42.13966369628906,-71.09028209339488,2600,,,,N2383X__
1742314205.5741262,AA4B32,42.265521550582626,-71.35569017986916,32975,498,54.46232220802562,-512,
1742314214.3122437,A380CB,42.47044450145657,-71.16036348564677,4875,138,148.2572388465811,-128,
1742314214.312286,ABAD94,42.08802795410156,-71.33110739968038,31000,523,49.885862209369336,0,
1742314209.3957767,A732D9,42.43743896484375,-71.43176411473473,28500,,,,
1742314214.3122437,A380CB,42.47044450145657,-71.16036348564677,4875,138,148.2572388465811,-128,
1742314214.3122437,A380CB,42.47044450145657,-71.16036348564677,4875,138,148.2572388465811,-128,
1742314214.312227,A2290F,42.13966369628906,-71.09028209339488,2600,,,,N2383X__
1742314214.858418,A732D9,42.431854248046875,-71.44253123890269,28625,,,,
1742314214.858418,A732D9,42.431854248046875,-71.44253123890269,28625,,,,
1742314214.858418,A732D9,42.431854248046875,-71.44253123890269,28625,,,,
1742314214.8584404,A380CB,42.47007751464844,-71.16025751287287,4875,138,148.2572388465811,-128,
1742314214.312286,ABAD94,42.08802795410156,-71.33110739968038,31000,523,49.885862209369336,0,
